Time,Te,T_space_1,T_space_2,T_space_3,T_space_4,T_space_5,T_space_6,T_space_7,T_space_8,T_space_9,T_space_10,T_space_11,T_space_12,T_space_13,T_space_14,T_space_15,T_space_16,T_space_17,T_space_18,T_space_19,T_space_20,T_space_21,T_space_22,T_space_23,T_space_24,T_wall_1,T_wall_2,T_wall_3,T_wall_4,T_wall_5,T_wall_6,T_wall_7,T_wall_8,T_wall_9,T_wall_10,T_wall_11,T_wall_12,T_wall_13,T_wall_14,T_wall_15,T_wall_16,T_wall_17,T_wall_18,T_wall_19,T_wall_20,T_wall_21,T_wall_22,T_wall_23,T_wall_24,T_wall_25,T_wall_26,T_wall_27,T_wall_28,T_wall_29,T_wall_30,T_wall_31,T_wall_32,T_wall_33,T_wall_34,T_wall_35,T_wall_36,T_wall_37,T_wall_38,T_wall_39,T_wall_40,T_wall_41,T_wall_42,T_wall_43,T_wall_44,T_wall_45,T_wall_46,T_wall_47,T_wall_48,T_wall_49,T_wall_50,T_wall_51,T_wall_52,T_wall_53,T_wall_54,T_wall_55,T_wall_56,T_wall_57,T_wall_58,T_wall_59,T_wall_60,T_wall_61,T_wall_62,T_wall_63,T_wall_64,T_wall_65,T_wall_66,T_wall_67,T_wall_68,T_wall_69,T_wall_70,T_wall_71,T_wall_72,T_floor_1,T_floor_2,T_floor_3,T_floor_4,T_floor_5,T_floor_6,T_floor_7,T_floor_8,T_floor_9,T_floor_10,T_floor_11,T_floor_12,T_floor_13,T_floor_14,T_floor_15,T_floor_16,T_floor_17,T_floor_18,T_floor_19,T_floor_20,T_floor_21,T_floor_22,T_floor_23,T_floor_24,T_floor_25,T_floor_26,T_floor_27,T_floor_28,T_floor_29,T_floor_30,T_floor_31,T_floor_32
2014-Jul-14 02:00:00,17.5,19.9175,19.9175,19.9254,19.9254,19.9327,19.934,19.934,19.9327,19.9273,19.9335,19.9335,19.9273,19.9175,19.9175,19.9254,19.9254,19.9327,19.934,19.934,19.9327,19.9273,19.9335,19.9335,19.9273,19.8967,19.8967,19.8967,19.9431,19.8967,19.8967,19.8967,19.9431,19.9068,19.9068,19.9068,19.9523,19.9068,19.9068,19.9068,19.9523,19.9146,19.9146,19.9607,19.9599,19.9165,19.9615,19.9615,19.9165,19.9607,19.9615,19.9146,19.9146,19.9599,19.9095,19.9095,19.9578,19.9547,19.9158,19.9609,19.9609,19.9158,19.9578,19.9609,19.9095,19.9095,19.9547,19.8967,19.8967,19.8967,19.8967,19.8967,19.8967,19.9068,19.9068,19.9068,19.9068,19.9068,19.9068,19.9146,19.9607,19.9146,19.9615,19.9165,19.9607,19.9165,19.9146,19.9146,19.9095,19.9578,19.9095,19.9609,19.9158,19.9578,19.9158,19.9095,19.9095,19.901,19.9477,19.901,19.9477,19.9561,19.9561,19.9573,19.9165,19.9612,19.9165,19.9612,19.9573,19.9095,19.9158,19.9158,19.9095,19.901,19.9477,19.901,19.9477,19.9561,19.9561,19.9573,19.9165,19.9612,19.9165,19.9612,19.9573,19.9095,19.9158,19.9158,19.9095
2014-Jul-14 03:00:00,17.6,19.9174,19.9174,19.9249,19.9249,19.9322,19.9335,19.9335,19.9322,19.9268,19.933,19.933,19.9268,19.9174,19.9174,19.9249,19.9249,19.9322,19.9335,19.9335,19.9322,19.9268,19.933,19.933,19.9268,19.8909,19.8909,19.8909,19.9399,19.8909,19.8909,19.8909,19.9399,19.9008,19.9008,19.9008,19.9489,19.9008,19.9008,19.9008,19.9489,19.9086,19.9086,19.9572,19.9564,19.9104,19.958,19.958,19.9104,19.9572,19.958,19.9086,19.9086,19.9564,19.9035,19.9035,19.9543,19.9512,19.9098,19.9574,19.9574,19.9098,19.9543,19.9574,19.9035,19.9035,19.9512,19.8909,19.8909,19.8909,19.8909,19.8909,19.8909,19.9008,19.9008,19.9008,19.9008,19.9008,19.9008,19.9086,19.9572,19.9086,19.958,19.9104,19.9572,19.9104,19.9086,19.9086,19.9035,19.9543,19.9035,19.9574,19.9098,19.9543,19.9098,19.9035,19.9035,19.8992,19.9444,19.8992,19.9444,19.9526,19.9526,19.9538,19.9104,19.9577,19.9104,19.9577,19.9538,19.9035,19.9098,19.9098,19.9035,19.8992,19.9444,19.8992,19.9444,19.9526,19.9526,19.9538,19.9104,19.9577,19.9104,19.9577,19.9538,19.9035,19.9098,19.9098,19.9035
2014-Jul-14 04:00:00,17.6,19.9151,19.9151,19.9226,19.9226,19.9302,19.9314,19.9314,19.9302,19.9244,19.931,19.931,19.9244,19.9151,19.9151,19.9226,19.9226,19.9302,19.9314,19.9314,19.9302,19.9244,19.931,19.931,19.9244,19.8855,19.8855,19.8855,19.9368,19.8855,19.8855,19.8855,19.9368,19.8952,19.8952,19.8952,19.9457,19.8952,19.8952,19.8952,19.9457,19.903,19.903,19.954,19.9532,19.9048,19.9548,19.9548,19.9048,19.954,19.9548,19.903,19.903,19.9532,19.8978,19.8978,19.9511,19.9479,19.9041,19.9542,19.9542,19.9041,19.9511,19.9542,19.8978,19.8978,19.9479,19.8855,19.8855,19.8855,19.8855,19.8855,19.8855,19.8952,19.8952,19.8952,19.8952,19.8952,19.8952,19.903,19.954,19.903,19.9548,19.9048,19.954,19.9048,19.903,19.903,19.8978,19.9511,19.8978,19.9542,19.9041,19.9511,19.9041,19.8978,19.8978,19.8974,19.9413,19.8974,19.9413,19.9495,19.9495,19.9506,19.9048,19.9545,19.9048,19.9545,19.9506,19.8978,19.9041,19.9041,19.8978,19.8974,19.9413,19.8974,19.9413,19.9495,19.9495,19.9506,19.9048,19.9545,19.9048,19.9545,19.9506,19.8978,19.9041,19.9041,19.8978
2014-Jul-14 05:00:00,17.8,19.9172,19.9172,19.9243,19.9243,19.9317,19.933,19.933,19.9317,19.9261,19.9325,19.9325,19.9261,19.9172,19.9172,19.9243,19.9243,19.9317,19.933,19.933,19.9317,19.9261,19.9325,19.9325,19.9261,19.8806,19.8806,19.8806,19.9342,19.8806,19.8806,19.8806,19.9342,19.8902,19.8902,19.8902,19.9429,19.8902,19.8902,19.8902,19.9429,19.898,19.898,19.9512,19.9504,19.8997,19.9519,19.9519,19.8997,19.9512,19.9519,19.898,19.898,19.9504,19.8928,19.8928,19.9482,19.945,19.8991,19.9514,19.9514,19.8991,19.9482,19.9514,19.8928,19.8928,19.945,19.8806,19.8806,19.8806,19.8806,19.8806,19.8806,19.8902,19.8902,19.8902,19.8902,19.8902,19.8902,19.898,19.9512,19.898,19.9519,19.8997,19.9512,19.8997,19.898,19.898,19.8928,19.9482,19.8928,19.9514,19.8991,19.9482,19.8991,19.8928,19.8928,19.8957,19.9385,19.8957,19.9385,19.9467,19.9467,19.9477,19.8997,19.9517,19.8997,19.9517,19.9477,19.8928,19.8991,19.8991,19.8928,19.8957,19.9385,19.8957,19.9385,19.9467,19.9467,19.9477,19.8997,19.9517,19.8997,19.9517,19.9477,19.8928,19.8991,19.8991,19.8928
2014-Jul-14 06:00:00,17.8,19.9151,19.9151,19.9223,19.9223,19.93,19.9312,19.9312,19.93,19.924,19.9308,19.9308,19.924,19.9151,19.9151,19.9223,19.9223,19.93,19.9312,19.9312,19.93,19.924,19.9308,19.9308,19.924,19.8763,19.8763,19.8763,19.9319,19.8763,19.8763,19.8763,19.9319,19.8858,19.8858,19.8858,19.9404,19.8858,19.8858,19.8858,19.9404,19.8935,19.8935,19.9487,19.948,19.8952,19.9494,19.9494,19.8952,19.9487,19.9494,19.8935,19.8935,19.948,19.8883,19.8883,19.9457,19.9425,19.8946,19.9489,19.9489,19.8946,19.9457,19.9489,19.8883,19.8883,19.9425,19.8763,19.8763,19.8763,19.8763,19.8763,19.8763,19.8858,19.8858,19.8858,19.8858,19.8858,19.8858,19.8935,19.9487,19.8935,19.9494,19.8952,19.9487,19.8952,19.8935,19.8935,19.8883,19.9457,19.8883,19.9489,19.8946,19.9457,19.8946,19.8883,19.8883,19.8941,19.9361,19.8941,19.9361,19.9442,19.9442,19.9452,19.8952,19.9491,19.8952,19.9491,19.9452,19.8883,19.8946,19.8946,19.8883,19.8941,19.9361,19.8941,19.9361,19.9442,19.9442,19.9452,19.8952,19.9491,19.8952,19.9491,19.9452,19.8883,19.8946,19.8946,19.8883
2014-Jul-14 07:00:00,17.4,19.9057,19.9057,19.9132,19.9132,19.9216,19.9228,19.9228,19.9216,19.9149,19.9223,19.9223,19.9149,19.9057,19.9057,19.9132,19.9132,19.9216,19.9228,19.9228,19.9216,19.9149,19.9223,19.9223,19.9149,19.8715,19.8715,19.8715,19.9292,19.8715,19.8715,19.8715,19.9292,19.8808,19.8808,19.8808,19.9375,19.8808,19.8808,19.8808,19.9375,19.8885,19.8885,19.9458,19.9451,19.8902,19.9466,19.9466,19.8902,19.9458,19.9466,19.8885,19.8885,19.9451,19.8833,19.8833,19.9428,19.9396,19.8896,19.946,19.946,19.8896,19.9428,19.946,19.8833,19.8833,19.9396,19.8715,19.8715,19.8715,19.8715,19.8715,19.8715,19.8808,19.8808,19.8808,19.8808,19.8808,19.8808,19.8885,19.9458,19.8885,19.9466,19.8902,19.9458,19.8902,19.8885,19.8885,19.8833,19.9428,19.8833,19.946,19.8896,19.9428,19.8896,19.8833,19.8833,19.8923,19.9333,19.8923,19.9333,19.9413,19.9413,19.9424,19.8902,19.9463,19.8902,19.9463,19.9424,19.8833,19.8896,19.8896,19.8833,19.8923,19.9333,19.8923,19.9333,19.9413,19.9413,19.9424,19.8902,19.9463,19.8902,19.9463,19.9424,19.8833,19.8896,19.8896,19.8833
2014-Jul-14 08:00:00,18.3,19.9226,19.9226,19.9286,19.9286,19.9356,19.9368,19.9368,19.9356,19.9303,19.9363,19.9363,19.9303,19.9226,19.9226,19.9286,19.9286,19.9356,19.9368,19.9368,19.9356,19.9303,19.9363,19.9363,19.9303,19.8676,19.8676,19.8676,19.9273,19.8676,19.8676,19.8676,19.9273,19.8768,19.8768,19.8768,19.9354,19.8768,19.8768,19.8768,19.9354,19.8845,19.8845,19.9438,19.9431,19.8862,19.9445,19.9445,19.8862,19.9438,19.9445,19.8845,19.8845,19.9431,19.8792,19.8792,19.9407,19.9375,19.8856,19.944,19.944,19.8856,19.9407,19.944,19.8792,19.8792,19.9375,19.8676,19.8676,19.8676,19.8676,19.8676,19.8676,19.8768,19.8768,19.8768,19.8768,19.8768,19.8768,19.8845,19.9438,19.8845,19.9445,19.8862,19.9438,19.8862,19.8845,19.8845,19.8792,19.9407,19.8792,19.944,19.8856,19.9407,19.8856,19.8792,19.8792,19.8908,19.9314,19.8908,19.9314,19.9393,19.9393,19.9403,19.8862,19.9443,19.8862,19.9443,19.9403,19.8792,19.8856,19.8856,19.8792,19.8908,19.9314,19.8908,19.9314,19.9393,19.9393,19.9403,19.8862,19.9443,19.8862,19.9443,19.9403,19.8792,19.8856,19.8856,19.8792
2014-Jul-14 09:00:00,19.5,19.9433,19.9433,19.9486,19.9486,19.955,19.9562,19.9562,19.955,19.9503,19.9557,19.9557,19.9503,19.9433,19.9433,19.9486,19.9486,19.955,19.9562,19.9562,19.955,19.9503,19.9557,19.9557,19.9503,19.8679,19.8679,19.8679,19.9277,19.8679,19.8679,19.8679,19.9277,19.8769,19.8769,19.8769,19.9357,19.8769,19.8769,19.8769,19.9357,19.8846,19.8846,19.9441,19.9435,19.8862,19.9448,19.9448,19.8862,19.9441,19.9448,19.8846,19.8846,19.9435,19.8793,19.8793,19.941,19.9377,19.8856,19.9443,19.9443,19.8856,19.941,19.9443,19.8793,19.8793,19.9377,19.8679,19.8679,19.8679,19.8679,19.8679,19.8679,19.8769,19.8769,19.8769,19.8769,19.8769,19.8769,19.8846,19.9441,19.8846,19.9448,19.8862,19.9441,19.8862,19.8846,19.8846,19.8793,19.941,19.8793,19.9443,19.8856,19.941,19.8856,19.8793,19.8793,19.8902,19.9317,19.8902,19.9317,19.9396,19.9396,19.9406,19.8862,19.9446,19.8862,19.9446,19.9406,19.8793,19.8856,19.8856,19.8793,19.8902,19.9317,19.8902,19.9317,19.9396,19.9396,19.9406,19.8862,19.9446,19.8862,19.9446,19.9406,19.8793,19.8856,19.8856,19.8793
2014-Jul-14 10:00:00,20.4,19.9587,19.9587,19.9642,19.9642,19.9705,19.9717,19.9717,19.9705,19.9659,19.9712,19.9712,19.9659,19.9587,19.9587,19.9642,19.9642,19.9705,19.9717,19.9717,19.9705,19.9659,19.9712,19.9712,19.9659,19.8722,19.8722,19.8722,19.9303,19.8722,19.8722,19.8722,19.9303,19.881,19.881,19.881,19.9381,19.881,19.881,19.881,19.9381,19.8887,19.8887,19.9466,19.9459,19.8903,19.9472,19.9472,19.8903,19.9466,19.9472,19.8887,19.8887,19.9459,19.8834,19.8834,19.9434,19.9401,19.8897,19.9467,19.9467,19.8897,19.9434,19.9467,19.8834,19.8834,19.9401,19.8722,19.8722,19.8722,19.8722,19.8722,19.8722,19.881,19.881,19.881,19.881,19.881,19.881,19.8887,19.9466,19.8887,19.9472,19.8903,19.9466,19.8903,19.8887,19.8887,19.8834,19.9434,19.8834,19.9467,19.8897,19.9434,19.8897,19.8834,19.8834,19.8906,19.9342,19.8906,19.9342,19.942,19.942,19.943,19.8903,19.947,19.8903,19.947,19.943,19.8834,19.8897,19.8897,19.8834,19.8906,19.9342,19.8906,19.9342,19.942,19.942,19.943,19.8903,19.947,19.8903,19.947,19.943,19.8834,19.8897,19.8897,19.8834
2014-Jul-14 11:00:00,21.7,19.984,19.984,19.9891,19.9891,19.9943,19.9955,19.9955,19.9943,19.9907,19.995,19.995,19.9907,19.984,19.984,19.9891,19.9891,19.9943,19.9955,19.9955,19.9943,19.9907,19.995,19.995,19.9907,19.8804,19.8804,19.8804,19.9352,19.8804,19.8804,19.8804,19.9352,19.8892,19.8892,19.8892,19.9429,19.8892,19.8892,19.8892,19.9429,19.8968,19.8968,19.9512,19.9505,19.8984,19.9519,19.9519,19.8984,19.9512,19.9519,19.8968,19.8968,19.9505,19.8914,19.8914,19.9481,19.9448,19.8978,19.9514,19.9514,19.8978,19.9481,19.9514,19.8914,19.8914,19.9448,19.8804,19.8804,19.8804,19.8804,19.8804,19.8804,19.8892,19.8892,19.8892,19.8892,19.8892,19.8892,19.8968,19.9512,19.8968,19.9519,19.8984,19.9512,19.8984,19.8968,19.8968,19.8914,19.9481,19.8914,19.9514,19.8978,19.9481,19.8978,19.8914,19.8914,19.892,19.9391,19.892,19.9391,19.9467,19.9467,19.9477,19.8984,19.9516,19.8984,19.9516,19.9477,19.8914,19.8978,19.8978,19.8914,19.892,19.9391,19.892,19.9391,19.9467,19.9467,19.9477,19.8984,19.9516,19.8984,19.9516,19.9477,19.8914,19.8978,19.8978,19.8914
2014-Jul-14 12:00:00,21.5,19.9802,19.9802,19.9869,19.9869,19.9934,19.9945,19.9945,19.9934,19.9885,19.9941,19.9941,19.9885,19.9802,19.9802,19.9869,19.9869,19.9934,19.9945,19.9945,19.9934,19.9885,19.9941,19.9941,19.9885,19.8907,19.8907,19.8907,19.9409,19.8907,19.8907,19.8907,19.9409,19.8993,19.8993,19.8993,19.9484,19.8993,19.8993,19.8993,19.9484,19.9068,19.9068,19.9566,19.9559,19.9084,19.9572,19.9572,19.9084,19.9566,19.9572,19.9068,19.9068,19.9559,19.9015,19.9015,19.9535,19.9503,19.9078,19.9567,19.9567,19.9078,19.9535,19.9567,19.9015,19.9015,19.9503,19.8907,19.8907,19.8907,19.8907,19.8907,19.8907,19.8993,19.8993,19.8993,19.8993,19.8993,19.8993,19.9068,19.9566,19.9068,19.9572,19.9084,19.9566,19.9084,19.9068,19.9068,19.9015,19.9535,19.9015,19.9567,19.9078,19.9535,19.9078,19.9015,19.9015,19.894,19.9447,19.894,19.9447,19.9522,19.9522,19.9531,19.9084,19.957,19.9084,19.957,19.9531,19.9015,19.9078,19.9078,19.9015,19.894,19.9447,19.894,19.9447,19.9522,19.9522,19.9531,19.9084,19.957,19.9084,19.957,19.9531,19.9015,19.9078,19.9078,19.9015
2014-Jul-14 13:00:00,21.9,19.9919,19.9919,19.9983,19.9983,20.0037,20.0051,20.0051,20.0037,19.9998,20.0044,20.0044,19.9998,19.9919,19.9919,19.9983,19.9983,20.0037,20.0051,20.0051,20.0037,19.9998,20.0044,20.0044,19.9998,19.9009,19.9009,19.9009,19.9467,19.9009,19.9009,19.9009,19.9467,19.9094,19.9094,19.9094,19.954,19.9094,19.9094,19.9094,19.954,19.9168,19.9168,19.962,19.9613,19.9184,19.9626,19.9626,19.9184,19.962,19.9626,19.9168,19.9168,19.9613,19.9116,19.9116,19.959,19.9558,19.9178,19.9621,19.9621,19.9178,19.959,19.9621,19.9116,19.9116,19.9558,19.9009,19.9009,19.9009,19.9009,19.9009,19.9009,19.9094,19.9094,19.9094,19.9094,19.9094,19.9094,19.9168,19.962,19.9168,19.9626,19.9184,19.962,19.9184,19.9168,19.9168,19.9116,19.959,19.9116,19.9621,19.9178,19.959,19.9178,19.9116,19.9116,19.8961,19.9503,19.8961,19.9503,19.9577,19.9577,19.9586,19.9184,19.9624,19.9184,19.9624,19.9586,19.9116,19.9178,19.9178,19.9116,19.8961,19.9503,19.8961,19.9503,19.9577,19.9577,19.9586,19.9184,19.9624,19.9184,19.9624,19.9586,19.9116,19.9178,19.9178,19.9116
2014-Jul-14 14:00:00,21.4,19.9847,19.9847,19.9922,19.9922,20.0004,20.0027,20.0027,20.0004,19.9937,20.0018,20.0018,19.9937,19.9847,19.9847,19.9922,19.9922,20.0004,20.0027,20.0027,20.0004,19.9937,20.0018,20.0018,19.9937,19.9107,19.9107,19.9107,19.9519,19.9107,19.9107,19.9107,19.9519,19.919,19.919,19.919,19.9592,19.919,19.919,19.919,19.9592,19.9265,19.9265,19.9673,19.9666,19.9281,19.968,19.968,19.9281,19.9673,19.968,19.9265,19.9265,19.9666,19.9212,19.9212,19.9642,19.961,19.9275,19.9675,19.9675,19.9275,19.9642,19.9675,19.9212,19.9212,19.961,19.9107,19.9107,19.9107,19.9107,19.9107,19.9107,19.919,19.919,19.919,19.919,19.919,19.919,19.9265,19.9673,19.9265,19.968,19.9281,19.9673,19.9281,19.9265,19.9265,19.9212,19.9642,19.9212,19.9675,19.9275,19.9642,19.9275,19.9212,19.9212,19.8982,19.9555,19.8982,19.9555,19.9629,19.9629,19.9638,19.9281,19.9677,19.9281,19.9677,19.9638,19.9212,19.9275,19.9275,19.9212,19.8982,19.9555,19.8982,19.9555,19.9629,19.9629,19.9638,19.9281,19.9677,19.9281,19.9677,19.9638,19.9212,19.9275,19.9275,19.9212
2014-Jul-14 15:00:00,20.7,19.9751,19.9751,19.9831,19.9831,19.9893,19.9905,19.9905,19.9893,19.9846,19.9901,19.9901,19.9846,19.9751,19.9751,19.9831,19.9831,19.9893,19.9905,19.9905,19.9893,19.9846,19.9901,19.9901,19.9846,19.9179,19.9179,19.9179,19.9556,19.9179,19.9179,19.9179,19.9556,19.9261,19.9261,19.9261,19.9629,19.9261,19.9261,19.9261,19.9629,19.9334,19.9334,19.9707,19.97,19.935,19.9714,19.9714,19.935,19.9707,19.9714,19.9334,19.9334,19.97,19.9282,19.9282,19.9677,19.9646,19.9344,19.9709,19.9709,19.9344,19.9677,19.9709,19.9282,19.9282,19.9646,19.9179,19.9179,19.9179,19.9179,19.9179,19.9179,19.9261,19.9261,19.9261,19.9261,19.9261,19.9261,19.9334,19.9707,19.9334,19.9714,19.935,19.9707,19.935,19.9334,19.9334,19.9282,19.9677,19.9282,19.9709,19.9344,19.9677,19.9344,19.9282,19.9282,19.8999,19.9592,19.8999,19.9592,19.9664,19.9664,19.9673,19.935,19.9711,19.935,19.9711,19.9673,19.9282,19.9344,19.9344,19.9282,19.8999,19.9592,19.8999,19.9592,19.9664,19.9664,19.9673,19.935,19.9711,19.935,19.9711,19.9673,19.9282,19.9344,19.9344,19.9282
2014-Jul-14 16:00:00,19.8,19.9611,19.9611,19.9696,19.9696,19.976,19.9772,19.9772,19.976,19.971,19.9767,19.9767,19.971,19.9611,19.9611,19.9696,19.9696,19.976,19.9772,19.9772,19.976,19.971,19.9767,19.9767,19.971,19.9217,19.9217,19.9217,19.9574,19.9217,19.9217,19.9217,19.9574,19.9299,19.9299,19.9299,19.9647,19.9299,19.9299,19.9299,19.9647,19.9371,19.9371,19.9723,19.9716,19.9386,19.973,19.973,19.9386,19.9723,19.973,19.9371,19.9371,19.9716,19.932,19.932,19.9694,19.9664,19.938,19.9724,19.9724,19.938,19.9694,19.9724,19.932,19.932,19.9664,19.9217,19.9217,19.9217,19.9217,19.9217,19.9217,19.9299,19.9299,19.9299,19.9299,19.9299,19.9299,19.9371,19.9723,19.9371,19.973,19.9386,19.9723,19.9386,19.9371,19.9371,19.932,19.9694,19.932,19.9724,19.938,19.9694,19.938,19.932,19.932,19.9009,19.9611,19.9009,19.9611,19.9681,19.9681,19.969,19.9386,19.9727,19.9386,19.9727,19.969,19.932,19.938,19.938,19.932,19.9009,19.9611,19.9009,19.9611,19.9681,19.9681,19.969,19.9386,19.9727,19.9386,19.9727,19.969,19.932,19.938,19.938,19.932
2014-Jul-14 17:00:00,19.4,19.9562,19.9562,19.9644,19.9644,19.9703,19.9714,19.9714,19.9703,19.9658,19.971,19.971,19.9658,19.9562,19.9562,19.9644,19.9644,19.9703,19.9714,19.9714,19.9703,19.9658,19.971,19.971,19.9658,19.9229,19.9229,19.9229,19.9578,19.9229,19.9229,19.9229,19.9578,19.931,19.931,19.931,19.9651,19.931,19.931,19.931,19.9651,19.938,19.938,19.9725,19.9718,19.9395,19.9732,19.9732,19.9395,19.9725,19.9732,19.938,19.938,19.9718,19.933,19.933,19.9697,19.9668,19.939,19.9726,19.9726,19.939,19.9697,19.9726,19.933,19.933,19.9668,19.9229,19.9229,19.9229,19.9229,19.9229,19.9229,19.931,19.931,19.931,19.931,19.931,19.931,19.938,19.9725,19.938,19.9732,19.9395,19.9725,19.9395,19.938,19.938,19.933,19.9697,19.933,19.9726,19.939,19.9697,19.939,19.933,19.933,19.9013,19.9615,19.9013,19.9615,19.9684,19.9684,19.9693,19.9395,19.9729,19.9395,19.9729,19.9693,19.933,19.939,19.939,19.933,19.9013,19.9615,19.9013,19.9615,19.9684,19.9684,19.9693,19.9395,19.9729,19.9395,19.9729,19.9693,19.933,19.939,19.939,19.933
2014-Jul-14 18:00:00,19.4,19.9574,19.9574,19.9651,19.9651,19.9706,19.9717,19.9717,19.9706,19.9666,19.9713,19.9713,19.9666,19.9574,19.9574,19.9651,19.9651,19.9706,19.9717,19.9717,19.9706,19.9666,19.9713,19.9713,19.9666,19.9231,19.9231,19.9231,19.9578,19.9231,19.9231,19.9231,19.9578,19.9312,19.9312,19.9312,19.9651,19.9312,19.9312,19.9312,19.9651,19.9382,19.9382,19.9723,19.9717,19.9396,19.973,19.973,19.9396,19.9723,19.973,19.9382,19.9382,19.9717,19.9332,19.9332,19.9696,19.9668,19.9391,19.9725,19.9725,19.9391,19.9696,19.9725,19.9332,19.9332,19.9668,19.9231,19.9231,19.9231,19.9231,19.9231,19.9231,19.9312,19.9312,19.9312,19.9312,19.9312,19.9312,19.9382,19.9723,19.9382,19.973,19.9396,19.9723,19.9396,19.9382,19.9382,19.9332,19.9696,19.9332,19.9725,19.9391,19.9696,19.9391,19.9332,19.9332,19.9015,19.9614,19.9015,19.9614,19.9684,19.9684,19.9692,19.9396,19.9727,19.9396,19.9727,19.9692,19.9332,19.9391,19.9391,19.9332,19.9015,19.9614,19.9015,19.9614,19.9684,19.9684,19.9692,19.9396,19.9727,19.9396,19.9727,19.9692,19.9332,19.9391,19.9391,19.9332
2014-Jul-14 19:00:00,18.1,19.9318,19.9318,19.9409,19.9409,19.9481,19.9491,19.9491,19.9481,19.9423,19.9487,19.9487,19.9423,19.9318,19.9318,19.9409,19.9409,19.9481,19.9491,19.9491,19.9481,19.9423,19.9487,19.9487,19.9423,19.9211,19.9211,19.9211,19.9562,19.9211,19.9211,19.9211,19.9562,19.9291,19.9291,19.9291,19.9636,19.9291,19.9291,19.9291,19.9636,19.936,19.936,19.9706,19.97,19.9374,19.9713,19.9713,19.9374,19.9706,19.9713,19.936,19.936,19.97,19.9311,19.9311,19.968,19.9652,19.9369,19.9708,19.9708,19.9369,19.968,19.9708,19.9311,19.9311,19.9652,19.9211,19.9211,19.9211,19.9211,19.9211,19.9211,19.9291,19.9291,19.9291,19.9291,19.9291,19.9291,19.936,19.9706,19.936,19.9713,19.9374,19.9706,19.9374,19.936,19.936,19.9311,19.968,19.9311,19.9708,19.9369,19.968,19.9369,19.9311,19.9311,19.9012,19.9599,19.9012,19.9599,19.9668,19.9668,19.9676,19.9374,19.971,19.9374,19.971,19.9676,19.9311,19.9369,19.9369,19.9311,19.9012,19.9599,19.9012,19.9599,19.9668,19.9668,19.9676,19.9374,19.971,19.9374,19.971,19.9676,19.9311,19.9369,19.9369,19.9311
2014-Jul-14 20:00:00,17,19.9119,19.9119,19.9209,19.9209,19.9283,19.9294,19.9294,19.9283,19.9224,19.929,19.929,19.9224,19.9119,19.9119,19.9209,19.9209,19.9283,19.9294,19.9294,19.9283,19.9224,19.929,19.929,19.9224,19.9145,19.9145,19.9145,19.9522,19.9145,19.9145,19.9145,19.9522,19.9225,19.9225,19.9225,19.9597,19.9225,19.9225,19.9225,19.9597,19.9293,19.9293,19.9666,19.966,19.9307,19.9672,19.9672,19.9307,19.9666,19.9672,19.9293,19.9293,19.966,19.9244,19.9244,19.964,19.9613,19.9302,19.9667,19.9667,19.9302,19.964,19.9667,19.9244,19.9244,19.9613,19.9145,19.9145,19.9145,19.9145,19.9145,19.9145,19.9225,19.9225,19.9225,19.9225,19.9225,19.9225,19.9293,19.9666,19.9293,19.9672,19.9307,19.9666,19.9307,19.9293,19.9293,19.9244,19.964,19.9244,19.9667,19.9302,19.964,19.9302,19.9244,19.9244,19.8998,19.9559,19.8998,19.9559,19.9628,19.9628,19.9636,19.9307,19.967,19.9307,19.967,19.9636,19.9244,19.9302,19.9302,19.9244,19.8998,19.9559,19.8998,19.9559,19.9628,19.9628,19.9636,19.9307,19.967,19.9307,19.967,19.9636,19.9244,19.9302,19.9302,19.9244
2014-Jul-14 21:00:00,15.9,19.8901,19.8901,19.8991,19.8991,19.9071,19.9081,19.9081,19.9071,19.9005,19.9077,19.9077,19.9005,19.8901,19.8901,19.8991,19.8991,19.9071,19.9081,19.9081,19.9071,19.9005,19.9077,19.9077,19.9005,19.904,19.904,19.904,19.9461,19.904,19.904,19.904,19.9461,19.9119,19.9119,19.9119,19.9535,19.9119,19.9119,19.9119,19.9535,19.9187,19.9187,19.9605,19.9599,19.92,19.9611,19.9611,19.92,19.9605,19.9611,19.9187,19.9187,19.9599,19.9138,19.9138,19.9579,19.9551,19.9195,19.9606,19.9606,19.9195,19.9579,19.9606,19.9138,19.9138,19.9551,19.904,19.904,19.904,19.904,19.904,19.904,19.9119,19.9119,19.9119,19.9119,19.9119,19.9119,19.9187,19.9605,19.9187,19.9611,19.92,19.9605,19.92,19.9187,19.9187,19.9138,19.9579,19.9138,19.9606,19.9195,19.9579,19.9195,19.9138,19.9138,19.8973,19.9498,19.8973,19.9498,19.9567,19.9567,19.9575,19.92,19.9609,19.92,19.9609,19.9575,19.9138,19.9195,19.9195,19.9138,19.8973,19.9498,19.8973,19.9498,19.9567,19.9567,19.9575,19.92,19.9609,19.92,19.9609,19.9575,19.9138,19.9195,19.9195,19.9138
